,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
310,FHWA,Rural,Missoula to Lolo Trail,Missoula County,2013,Capital,Bicycle and Pedestrian,TIGER funds will be used to construct a seven-mile bicycle trail running parallel to US Route 93 to connect the city of Missoula with the town of Lolo. The proposed route connects two regional bicycle trail networks that currently can only be traversed by on-highway travel. The project partners are strongly supported by public health and economic development agencies.,4580363.0,"(46.826845, -114.068668)",46.826845,-114.068668
311,FHWA,Rural,Pickaway East West Connector Road,Columbus Regional Airport Authority,2012,Capital,Road,"TIGER funds will be used to upgrade two weight-restricted township roads that link Rickenbacker Airport and Intermodal Facility to U.S. 23. Upgrades include adding shoulders, widening the roads, adding signals at intersections, and providing grade separations over two Class I railroads. The roads are currently overused by trucks traveling to the cargo-dedicated airport, and traffic is projected to increase dramatically due to he completion of the Heartland Corridor project and the Panama Canal expansion.",16082435.0,"(39.772307, -82.989014)",39.772307,-82.989014
312,FTA,Urban,Tacoma Trestle Replacement,Sound Transit,2013,Capital,Rail,"TIGER funds will be used to replace a 100-year old single-track wooden trestle and bridge with a modern double-track structure, doubling capacity and improving reliability and travel time for the Sounder and Amtrak Cascades passenger rail services, which have seen increased ridership in recent years. Rail capacity expansion is needed for both passenger rail and freight rail. Sound Transit will provide 71% non-federal match for this request, some of which is from voter-approved sales and use taxes to fund transportation improvements.",10000000.0,"(47.239885, -122.423445)",47.239885,-122.423445
313,FHWA,Rural,SR 347 Grade Separation Project,Arizona Department of Transportation,2015,Capital,Road,"The SR 347 Grade Separation Project will construct a grade-separated highway overpass on a new alignment at the intersection of State Route 347 (SR347) and a double track rail line.  Additionally, the project will relocate an existing passenger rail station and construct rail siding to provide off-main rail line loading/unloading of passenger trains.",15000000.0,"(33.0466, -111.9494)",33.0466,-111.9494
314,FTA,Urban,Dilworth Plaza and Concourse Improvements,Center City District,2010,Capital,Transit,"The Dilworth Plaza and concourse improvements project will transform the existing deteriorated public plaza adjacent to Philadelphia’s City Hall into a prominent gateway for regional public transportation. The project will improve the connections between Southeastern Pennsylvania Transportation Authority (SEPTA) regional rail, New Jersey’s Port Authority Transit Corporation (PATCO) high speed rail, Amtrak and the SEPTA subway system, in addition to trolley services and dozens of bus routes. It will establish direct connections for regional, intercity and local transit passengers to speed travel times and increase accessibility, improve ADA compliance and pedestrian access to SEPTA Broad Street, Market-Langford, and trolley lines and by adding fare gates, access times will improve by nearly an estimated 25 percent.",15000000.0,"(39.953767, -75.163492)",39.953767,-75.163492
315,FRA,Urban,Sacramento Valley Station,"City of Sacramento, CA",2012,Capital,Rail,"TIGER funds will be used to rehabilitate the 1926 Sacramento Valley Station, the seventh busiest rail station in the nation. It will also upgrade service for passengers on four different Amtrak routes, including the Capital Corridor, Amtrak’s third busiest route in the country. In addition to Amtrak, this station will connect passengers with buses and light rail. This phase of station restoration will improve the interior and exterior of the building, and install modern electrical, heating, and cooling systems.",15000000.0,"(38.583421, -121.49921)",38.583421,-121.49921
316,FHWA,Urban,Fort Meade Multimodal Accessibility Project,Maryland State Highway Administration,2014,Capital,Road,"The MD 175 Fort Meade Multimodal Accessibility Project is a road widening project that would upgrade MD 175 from an existing two-lane undivided arterial to a six-lane divided arterial, complete with a trail, sidewalks, and on-road bicycle facilities.",10000000.0,"(39.113746, -76.726627)",39.113746,-76.726627
317,FTA,Urban,Minneapolis Transit Interchange Construction,Hennepin County Regional Railroad Authority,2011,Capital,Transit,"The Corridors of Opportunity improvements include two projects that together will support the operational efficiency of the Minneapolis-St. Paul regional multimodal transportation system.  The first project involves the construction of a new passenger platform, storage and staging tracks, and a new public plaza at the Target Field LRT station in Downtown Minneapolis in order to accommodate the expected growth in LRT ridership when the Central Corridor light rail line opens 2014.  The second project involves the replacement of the functionally obsolete Dale Street Bridge in St. Paul, which currently lacks left-turn capacity to eastbound I-94 – resulting in significant queues along the full stretch of the bridge and beyond (up to four blocks) during peak periods.",10000000.0,"(44.981698, -93.277676)",44.981698,-93.277676
318,FTA,Urban,Providence Streetcar,City of Providence,2014,Capital,Transit,"The Providence Streetcar will construct a new urban circulator that will connect Rhode Island’s two largest employment hubs and world-class institutions to the downtown core and adjacent neighborhoods, while passing directly through the City’s key redevelopment area, made available by the recent relocation of Interstate 195.",13000000.0,"(41.825052, -71.411075)",41.825052,-71.411075
319,FTA,Urban,Willowbrook/Rosa Parks Station Master Plan Implementation Project,Los Angeles County Metropolitan Transportation Authority,2014,Capital,Transit,"The Willowbrook Rosa Parks Station project will conduct several improvements to the Los Angeles Metropolitan Transportation Authority’s Willowbrook/Rosa Parks Station including lengthening the Metro Blue Line platform, upgrading station entrances and adding a new one, relocating and expanding the bus terminal, constructing a customer service and sheriff substation, building a new community plaza, constructing a multi-modal hub and pedestrain improvements, and implementing facility enhancements such as lighting and signage.",10250000.0,"(33.92853, -118.237588)",33.92853,-118.237588
320,FHWA,Urban,Mercer Corridor Redevelopment,City of Seattle,2009,Capital,Road,"The project involves the reconstruction and realignment of the main roadway through the growing biotechnology hub in South Lake Union, connecting a number of urban centers to I-5 in Seattle. The project will build multi-modal improvements along Mercer and Valley Streets, including widening Mercer to create a two-way boulevard, reconstructing Valley Street as a local access street, providing new and wider sidewalks, improving connections to transit and adding bicycle lanes. It will eliminate six high-accident locations and reduce energy use and greenhouse gas emissions by creating a vibrant, walkable mixed-use urban community.",30000000.0,"(47.608759, -122.332613)",47.608759,-122.332613
321,MARAD,Urban,Port of Long Beach Rail Realignment ,Port of Long Beach,2011,Capital,Port,"The Port of Long Beach will improve the lead tracks to two rail yards and relieve a chokepoint at the Ocean Boulevard overcrossing, where a large portion of the cargo enters or exits the port property.  The objective is to improve efficiency, reduce environmental impacts of freight movements, and create jobs.  The project will enable the port to move 35% of goods by on-dock rail by 2035.",17000000.0,"(33.757373, -118.20265)",33.757373,-118.20265
322,MARAD,Rural,Seward Marine Terminal Expansion Plan,Alaska Railroad Corporation,2014,Planning,Maritime,"The Seward Marine Terminal Expansion Plan will develop a master plan for Alaska Railroad Corporation's Seward port facilities, which will cover conceptual/preliminary design of the port and upland support facilities.  ",2500000.0,"(60.108157, -149.442558)",60.108157,-149.442558
323,FHWA,Urban,Carrie Furnace Flyover Bridge  ,Redevelopment Authority of Allegheny County  ,2011,Capital,Road,"The project will help redevelop a historic blast furnace site, which is designated as an environmental Brownfield, and connect it to a residential community. It will improve three railroad crossings on streets approaching Carrie Furnace and constructs a ramp from the Rankin Street Bridge to provide direct access to the redevelopment site. These access improvements will enable redevelopment of the Brownfield as a sustainable industrial and office park with an adjacent riverfront residential development and park.",10000000.0,"(40.437885, -79.997077)",40.437885,-79.997077
324,FTA,Urban,Portland's Innovation Quadrant - SW Moody St. and Streetcar Reconstruction,City of Portland,2009,Capital,Road,"SW Moody Avenue will be reconstructed in the South Waterfront area, elevating the roadway by 14 feet to cap contaminated soils. It will include three traffic lanes, dual streetcar tracks and pedestrian and bicycle facilities. The project will introduce infrastructure investment to support future development, facilitate economic activity by opening up large parcels adjacent to SW Moody Avenue for development and will incorporate additional transit options along SW Moody Avenue to help ensure the economic success of the South Waterfront district. This investment in roadway and streetcar facilities also supports the Portland-Milwaukie Light Rail extension and streetcar extensions including the Close the Loop line (connecting eastside and Westside streetcar lines) and the Portland-to-Lake Oswego lines.",23203988.0,"(45.517328, -122.680545)",45.517328,-122.680545
325,FHWA,Rural,Beartooth Highway Reconstruction Project,Wyoming DOT,2009,Capital,Road,"The full project on what is known as “America’s Most Beautiful Highway” involves the complete reconstruction of a seven-mile segment of a scenic highway in a rugged and remote area northeast of Yellowstone National Park within the Shoshone National Forest. It will reconstruct a segment of the Beartooth Highway which has not been rebuilt since its original construction in the 1930s, supporting an “orphaned road,” which is not on Wyoming’s highway system. Since 1994, FHWA has deemed this segment inadequate and substandard.",6000000.0,"(44.47774, -109.560485)",44.47774,-109.560485
326,FRA,Urban,"Moynihan Station, Phase 1",Moynihan Development Corp,2009,Capital,Transit,"This project provides substantial improvements for Penn Station, which serves eight million residents of New York City, 12 million people in the surrounding metropolitan region, 8.5 million intercity rail passengers annually, as well as Amtrak, Long Island Railroad, New Jersey Transit and NYC subway passengers. The improvements will better connect train lines, subways, taxi and bus modes and will provide increased access for disabled patrons. The project will improve access to Manhattan’s West Side–an area likely to undergo significant residential and office development in the coming years. Improved movement of passengers through New York City has a major impact on metropolitan New York, the entire tri-state region and the Nation as a whole. Penn Station is the busiest passenger train station in the country, serving 640,000 riders daily, and is operating well above its capacity; therefore, significant capacity enhancements are essential.",83000000.0,"(40.750564, -73.993584)",40.750564,-73.993584
327,FRA,Urban,Hunts Point Freight Rail Improvement Project,New York City Department of Small Business Services,2012,Capital,Rail,"TIGER funds will make key freight rail improvements at the Hunts Point Terminal Produce Market located in the Bronx. The facility employs 3,600 people and is one of the world’s largest wholesale markets, attracting agricultural goods from all over the nation. The planned rail improvements will modernize current infrastructure and create new circulation areas, reduce truck traffic and congestion, and improve air quality in the community. In addition, the community will benefit from a reduction in traffic accidents, and improved connectivity.",10000000.0,"(40.812916, -73.887372)",40.812916,-73.887372
328,FHWA,Rural,Downtown Clinton Street Improvements,"City of Clinton, IA",2012,Capital,Road,"TIGER funds will be used to reconstruct 1.77 miles of Camanche Ave (U.S. Highway 30), which will improve road conditions and mobility in a redeveloping area. The city will shift the roadway 20 degrees south to create more space between Camanche Avenue and the properties bordering it, improving access to the roadway from intersecting streets. In addition, Clinton is constructing an adjoining shared-use trail that provides a direct connection to the Mississippi River Trail.",2700000.0,"(41.833927, -90.196166)",41.833927,-90.196166
329,MARAD,Urban,Port of Gulfport Rail Improvements,MS Port Authority,2009,Capital,Port,"This project in an area still coming back to life after Hurricane Katrina is a public-private partnership between the Mississippi State Port Authority and the KCS Railway Company to improve the KCS Line which include new rail and ties; improved and additional siding; installation of new switches and other modernization devices; and replacing, rebuilding and improving existing road crossings and bridges. This upgrades 76.5 miles of rail so that double-stack trains will be able to run at 49 mph instead of the current 10 mph speed for just single-stacked trains, massively increasing capacity and speed for freight. This connects the Port of Gulfport to Chicago and Canada as well as to New Orleans and the East Coast.",20000000.0,"(30.37756, -89.097362)",30.37756,-89.097362
330,FHWA,Rural,Taos Pueblo Veterans Highway,Taos Pueblo,2013,Capital,Road,"TIGER funds will reconstruct two miles of a two-lane highway from Taos to Taos Pueblo. The road is in poor condition, having been originally constructed about 60 years ago and repaved 25 years ago. As the main artery into and out of Taos Pueblo lands, the road connects Taos Pueblo residents to jobs, and also provides access for the thousands of visitors who come each year to visit the ancient Village of Taos Pueblo, a designated U.S. National Historic Landmark and a United Nations World Heritage site.",3290121.0,"(36.426721, -105.562096)",36.426721,-105.562096
331,FHWA,Urban,Seamless City Revitalization Project,City of Columbia (SC),2014,Capital,Road,The Seamless City Revitalization Project is a 1.27 mile revitalization project of North Main Street between Anthony and Fuller Avenues in support of the City of Columbia’s extensive downtown streetscaping initiative.,10000000.0,"(34.030066, -81.042363)",34.030066,-81.042363
332,MARAD,Urban,Port of Oakland Intermodal Rail Improvements,Port of Oakland,2012,Capital,Port,"TIGER funds will boost rail access and capacity at the port by building a new arrival track and high-speed turnout from Union Pacific’s mainline, two track leads into the port’s new Joint Intermodal Terminal, and a new manifest yard (Knight Yard) to replace the former Oakland Army Base Yard. Knight Yard will be able to handle 100-150 rail cars per day. The TIGER project is a crucial first step in the Oakland Global development program, a $400 million dollar effort to redevelop the former Oakland Army Base into a nationally significant trade and logistics hub.",15000000.0,"(37.797528, -122.313721)",37.797528,-122.313721
333,FHWA,Urban,Hanover Street Bridge Plan,City of Baltimore,2014,Planning,Road,"The Hanover Street Bridge Multimodal Corridor Plan will create a corridor plan to identify feasible methods of rehabilitating or replacing the Hanover Street Bridge, a nearly 100-year old bridge that connects the City of Baltimore to the Port of Baltimore.",1100000.0,"(39.258841, -76.616077)",39.258841,-76.616077
334,FHWA,Urban,"Building Livability in Pontiac: Planning for Connectivity between the Downtown, Neighborhoods and Transit ",County of Oakland,2010,Planning,Planning,"The project seeks to capitalize on physical assets − an existing regional bike trail system and a refurbished multi-modal transit center by studying how these and other assets can serve as hubs and linkages between downtown Pontiac, immediate neighborhoods, and other surrounding communities. This plan will also address problems created by a high speed roadway that cuts off the downtown area from the rest of Pontiac. Special attention will be paid to the livability and marketability of a more vibrant mixed-use development style within the downtown “loop.” This will be supported through improved connectivity and the leveraging of the Neighborhood Stabilization Program investment. Planning funds will be directed toward a coordinated planning process to develop a shared community vision for the city, county, and state planning and transportation offices.",300000.0,"(42.636761, -83.288315)",42.636761,-83.288315
335,FTA,Urban,IndyGo Electric Bus,Indianapolis Public Transportation Corporation (IndyGo),2013,Capital,Transit,TIGER funds will be used to purchase 22 reconditioned transit buses that have been converted from diesel to zero-emission electric vehicles. The future maintenance/operating costs of the electric buses will be significantly cheaper as these buses use less expensive fuel and require less maintenance.,10000000.0,"(39.767043, -86.146358)",39.767043,-86.146358
336,FRA,Rural,New England Central Railroad Freight Rail Project,"Transportation, Connecticut Department of",2014,Capital,Freight Rail,"The project will complete state of good repair improvements and the upgrade of rail and track infrastructure to accommodate national standard 286,000-pound (286K) gross weight rail freight cars on the 55 miles of track running through the municipalities of New London, Waterford, Montville, Norwich, Franklin, Lebanon, Windham, Mansfield, Willington, and Stafford in eastern Connecticut.",8183563.0,"(41.64367, -72.166185)",41.64367,-72.166185
337,FHWA,Urban,Sheridan Expressway Corridor ,New York City DOT,2010,Planning,Planning,"The project will create a neighborhood development plan for the Sheridan Expressway and Hunts Point area. Through a City-led, multi-agency, holistic planning process the plan will identify the needs and goals of the business and residential communities in the area. Technical analysis will examine alternatives to improve access to the Hunts Point Food Distribution Center allowing the area to come to an informed position about how possible solutions will affect the community. Alternatives under consideration include removing the Sheridan, rebuilding the interchange of the Sheridan and the Bruckner, or creating a new interchange for Hunts Point at Oak Point Avenue.",1510171.0,"(40.812332, -73.885265)",40.812332,-73.885265
338,FHWA,Rural,Smiths Creek Road and Bridge Reconstruction,St Clair County Road Commission,2011,Capital,Road,"The Saint County Road Commission will reconstruct 2.6 miles Smith Creek Road from the Smiths Creek Landfill entrance to Wadhams Road and replace the Smiths Creek Road Bridge over the Pine River. The project will resurface Smiths Creek Road and replace a large culvert located east of the bridge.  Additionally, the project will replace the structure of Smiths Creek Road Bridge by removing existing beams, repairing abutments and placing new beams and a new driving surface.",3650000.0,"(42.917812, -82.59077)",42.917812,-82.59077
339,FRA,Urban,The Piedmont Study,North Carolina Department of Transportation,2014,Planning,Passenger Rail,This project begins a multi-modal corridor study to improve transit connections and multi-modal linkages along the Carolinian and Piedmont rail lines.,200000.0,"(35.469885, -79.754376)",35.469885,-79.754376
340,FTA,Urban,Southwest Atlanta BeltLine Corridor Trail,City of Atlanta,2013,Capital,Bicycle and Pedestrian,"TIGER funds will construct 2.5 miles of the 22-mile Atlanta Beltline Corridor, a system of trails, transit and parks circling downtown Atlanta and connecting more than 45 communities throughout the city and region. The City of Atlanta and Atlanta Beltline Inc. have already begun building the Atlanta Beltline project, which will serve SW Atlanta, an economically disadvantaged area home to a large environmental justice population.",18000000.0,"(33.732812, -84.424438)",33.732812,-84.424438
341,FHWA,Urban,Lowell Canal Bridges,"City of Lowell, Massachusetts",2015,Capital,Road,"The Lowell Canal Bridges Project will replace and rehabilitate six bridges over the power canals in downtown Lowell, Massachusetts.",13389750.0,"(42.6499, -71.3488)",42.6499,-71.3488
342,MARAD,Rural,"Coos Bay Rail Line (Coos, Douglas, Lane Counties) ",Oregon International Port of Coos Bay,2010,Capital,Port,"This will rehabilitate the track structure of the 133-mile Coos Bay Rail Link, which closed in 2007 as a result of deferred maintenance, including replacement of worn-out rails, fasteners, and wood ties; re-establishment of proper surface, line, and dress of the track; drainage improvement of the track bed; and enhancing the ballast bed. It will reduce truck shipments for former customers of the line, customers who currently face an average 330 mile truck dray, and puts the freight back on rail, decreasing costs by 20 percent.",13573133.0,"(43.362567, -124.21204)",43.362567,-124.21204
343,FHWA,Urban,Joplin Transportation and Disaster Recovery Projects,"City of Joplin, MO",2012,Capital,Road,"TIGER funds will be used to construct two grade-separated highway overpasses above the Kansas City Southern Railway at 15th and 20th Streets. The Joplin Transportation and Disaster Recovery Project builds on recovery activities following the devastating EF5 tornado that struck Joplin in May 2011. This project was one of several identified to help Joplin’s transportation systems recover, while also promoting the return of economic activity in areas of devastation.",12000000.0,"(37.072446, -94.510809)",37.072446,-94.510809
344,FHWA,Urban,South Park Bridge Replacement,King County DOT,2010,Capital,Road,"The South Park Bridge project will replace the 81-year-old regionally-significant South Park Bridge with a new drawbridge spanning the Duwamish Waterway south of Seattle in the Pacific Northwest’s largest manufacturing and industrial area. The bridge was closed on June 30, 2010 after receiving a sufficiency rating of four out of 100 and being declared unsafe. This will reduce travel time for local school bus routes and four heavily-used transit routes, and add bike lanes and sidewalks to make it usable by all.",34000000.0,"(47.552433, -122.328751)",47.552433,-122.328751
345,FTA,Urban,Central Corridor Transit Enhancement and Job Access Project,Bi-State Development Agency,2014,Capital,Transit,The Central Corridor Transit Enhancement and Job Access Project comprises three major components: 1) construction of new Cortex LRT station – an in-fill station between two stations with a 1.6 mile gap; 2) expansion of existing Central West End LRT station (adjacent stations); and 3) development of a bike trail to connect from the new Cortex station to the regional Great Rivers Greenway trail network.,10300000.0,"(38.637188, -90.263758)",38.637188,-90.263758
346,FTA,Urban,Nicholson Corridor High Capacity Transit System Plan,City of Baton Rouge/Parish of East Baton Rouge,2014,Planning,Transit,"The Nicholson Corridor High Capacity Transit System Plan project will prepare for the re-establishment of public transportation along a 3.1-mile long, half-mile wide corridor that encompasses Downtown Baton Rouge, the State Capitol, the Arts and Entertainment District, the Mississippi Riverfront, Old South Baton Rouge Neighborhood, and Louisiana State University.",1765341.0,"(30.482557, -91.17588)",30.482557,-91.17588
347,FHWA,Rural,St. Michael Community Streets,St. Michael IRA,2011,Capital,Road,The Native Village of St. Michael IRA will re-contour and resurface the existing roads and construct new road extensions. The project will also construct new boardwalks and rebuild existing boardwalks. The complete project will make improvements to approximately 4.39 miles of road.,1000000.0,"(63.473327, -162.039962)",63.473327,-162.039962
348,FTA,Urban,Fitchburg Commuter Rail Extension and Wachusett Station,MONTACHUSETT REGIONAL TRANSIT AUTHORITY,2009,Capital,Transit,"The project will extend existing commuter rail service west from Fitchburg an additional 4.5 miles on the Pan Am Southern railway corridor. Commuter rail service currently connects Fitchburg with Boston, 50 miles to the southeast. This will provide new transit options and reduce commute times for the citizens living in and around Fitchburg, a suburb 50 miles northwest of Boston. The reduced travel times will improve the region’s economy by providing more people with enhanced access to the Boston job market and will also promote the use of transit as a more sustainable alternative to congested State Route 2.",55500000.0,"(42.581507, -71.792173)",42.581507,-71.792173
349,FHWA,Rural,"Appalachian Regional Short Line Rail Project (KY, WV and TN)",Commonwealth of Kentucky,2009,Capital,Rail,"This will rehabilitate hundreds of miles on five unconnected short–line railroads in three states, all operated by a single holding company. Investments include rail, crossties, grade crossing, bridge and tunnel work. This will improve the state of good repair on the railroads and divert bulk commodity shipments of aluminum, sand and chemicals from truck to rail, increasing safety and reducing fuel consumption and emissions. Eliminating slow orders on the lines will increase the speed of rail service allowing goods to reach their markets more quickly.",17551028.0,"(36.915812, -82.97729)",36.915812,-82.97729
350,FHWA,Urban,Buffalo Main Street Revitalization,"City of Buffalo, New York",2011,Capital,Road,This complete streets project will help safely reintroduce vehicle traffic to Main Street in downtown Buffalo and improve transit stations along the corridor. It will also fund major streetscape improvements to revitalize and reorient economic growth downtown.,15000000.0,"(42.884156, -78.877927)",42.884156,-78.877927
351,FTA,Urban,Mission Bay / UCSF Hospital Multimodal Transportation Infrastructure,City and County of San Francisco / San Francisco Municipal Transportation Agency (SFMTA),2012,Capital,Road,"TIGER funds will allow San Francisco Municipal Transportation Agency (SFMTA) and the City and County of San Francisco to fill critical gaps in the transportation infrastructure of a major brownfields redevelopment site. Less than one mile from downtown San Francisco, this blighted, abandoned former rail-yard and industrial site will be transformed into a mixed-use, transit-oriented development. TIGER funds will complete the street grid, build pedestrian and bicycle facilities, improve the highway off-ramp, and construct a short-run loop for the light rail that will enable SFMTA to double service to the area.",10000000.0,"(37.774389, -122.388659)",37.774389,-122.388659
352,MARAD,Urban,Wando Welch Terminal Rehabilitation,South Carolina State Ports Authority,2014,Capital,Maritime,The project will provide structural repairs and strengthening to the berth as well as related paving and safety improvements. The TIGER funding will be used for the installation of jacket repairs for damaged piles. ,10840000.0,"(32.809496, -79.925194)",32.809496,-79.925194
353,MARAD,Rural,Port Manatee Marine Highway ,Manatee County Port Authority,2010,Capital,Port,"This will allow the Port to become an important part of the Marine Highway program. A 32 acre container terminal will be constructed adjacent to the existing 1,000 foot berth, expanding the Port’s cargo storage capacity both for the Marine Highway operation and for other tenants. This accommodates the short sea shipping of goods, rather than trucking them longer distances, decreasing congestion and emissions, and increasing safety, and improves the efficiency of freight movement because 60 percent of the freight entering Port Manatee leaves by rail.",9000000.0,"(27.636699, -82.551125)",27.636699,-82.551125
354,FHWA,Rural,BIA 7 - College Road Improvements,Turtle Mountain Band of Chippewa,2012,Capital,Road,"TIGER funds will reconstruct 4.26 miles of the most heavily traveled road in the Turtle Mountain Band of Chippewa community, as well as add pedestrian and bicycle paths. Rebuilding College Road will address the roadway’s current state of disrepair and improve safety for pedestrians and cyclists who currently travel on the road’s narrow shoulders.",4000000.0,"(48.941233, -100.052039)",48.941233,-100.052039
355,FRA,Rural,White River Freight Railroad Bridge Replacement,Indiana DOT,2013,Capital,Rail,"TIGER funds will be used to replace a 110-year old obsolete steel bridge in Greene County, Indiana, that connects regional freight corridors. This project presents an opportunity to “fix it first” by bringing the critically fractured bridge, which is currently safety restricted for speed and weight, into a state of good repair. The Indiana Southern Railroad and the Indiana Rail Road Company, who primarily use the bridge, will financially contribute to the project. Two major energy customers have committed to fund additional track improvements after the bridge is rehabilitated.",8245220.0,"(38.90925, -87.095994)",38.90925,-87.095994
356,FTA/TIFIA,Urban,Crenshaw/LAX Light Rail Connection,Los Angeles County Metropolitan Transportation Authority (LACMTA),2010,Capital,Transit,"The Crenshaw/LAX Transit Corridor Project will build a new 8.5-mile light rail line that will connect the Exposition Line at Exposition/Crenshaw Station and the Metro Green Line. This project advances Los Angeles’s 30/10 Initiative which enjoys broad based community support and is financed through revenue provided by a self-imposed voter-approved sales tax, provides accessibility for economically disadvantaged populations, senior citizens, and transit users, and connects residents to employment opportunities, services, and education resources throughout the region and serves as a critical link to LAX, the primary commercial air transportation hub for Los Angeles.",20000000.0,"(33.932251, -118.391274)",33.932251,-118.391274
357,FHWA,Rural,Owasco River Multi-modal Trail Corridor Plan ,City of Auburn,2010,Planning,Planning,"The TIGER II grant will pay for the planning and design of a six-mile shared use bicycle and pedestrian trail along the Owasco River. The trail corridor will connect neighborhoods with five key activity centers in downtown Auburn to rural Cayuga County’s Emerson Park at Owasco Lake. Once completed, the project will connect trail hubs to transit facilities and will also support tourism in the Finger Lakes region of upstate New York.",590000.0,"(42.928731, -76.563507)",42.928731,-76.563507
358,FTA,Urban,Pacific Surfliner Coastal Railway Bridges,San Diego Association of Governments (SANDAG),2013,Capital,Rail,"TIGER funds will be used to replace aging timber trestle railway bridges that have exceeded their 75-year service life, supporting intercity, commuter and freight rail services in the second busiest rail corridor in the nation. The passenger rail service on the corridor will act as an important feeder to the statewide high-speed rail system through connections in Anaheim, Los Angeles, and downtown San Diego.",14000000.0,"(32.932912, -117.25333)",32.932912,-117.25333
359,MARAD,Rural,Eastport Breakwater Replacement,Eastport Port Authority,2013,Capital,Port,"TIGER funds will replace the dilapidated breakwater at the Port of Eastport and two of its pier sections, which serve as important economic anchors for the local and regional community. In addition to restoring the deteriorating infrastructure, this Fix-it-First project will increase berthing space to enable larger commercial and recreational vessels to service Eastport. The breakwater serves as an overflow facility for nearby Estes Head as cargo activity and bulk tonnage shipped through the port has increased in the past decade. This project will provide infrastructure improvements to facilitate continued export growth in the region.",6000000.0,"(44.903819, -66.984765)",44.903819,-66.984765
360,FHWA,Urban,Duke Belt Line Trail Master Plan,"City of Durham, North Carolina",2014,Planning,Bicycle-Pedestrian,"The Duke Belt Line Trail will tie directly into the Durham Station Transportation Center and the Triangle’s bus and rail system, paralleling the NC 147 and NC 540 freeways connecting three counties via freeway crossings and neighborhoods north of downtown seamlessly to the regional mobility network.",222700.0,"(36.008562, -78.896942)",36.008562,-78.896942
361,"FHWA
(FTA Consult)",Urban,Roosevelt Boulevard Multimodal Study,City of Philadelphia,2014,Planning,Regional Planning,"The Roosevelt Boulevard Multimodal Study will provide a detailed evaluation of alternative concepts for reconfiguration of Roosevelt Boulevard to support three key elements: 1) a bus rapid transit service operating in a dedicated guideway; 2) access management achieving effective separation of express/through traffic from local traffic accessing neighborhood destinations; and 3) significant modifications to provide safe pedestrian crossings and transit access, including grade separations.",2500000.0,"(40.044626, -75.05467)",40.044626,-75.05467
362,FTA,Urban,Grand Boulevard: Removing Barriers to Livable Communities ,San Mateo County Transit District,2010,Planning,Planning,"The Grand Boulevard Initiative brings nineteen cities, two counties, transit, labor, business and environmentalists together in collaboration to integrate transportation and land use along a 43-mile state highway corridor between San Francisco and San Jose. Current development in this high growth corridor lacks connectivity, features predominantly low density homes and strip-commercial businesses, with few concentrations of both housing and jobs. The Initiative will design El Camino Real as a Complete Street, focus on re-development near transit including housing, and update land use plans in five towns to more properly align with the Grand Boulevard plan.",1097240.0,"(37.47581, -122.249351)",37.47581,-122.249351
363,MARAD,Urban,Port of Indiana - Jeffersonville Truck-to-Rail and Rail-to-Water Improvements,Ports of Indiana,2015,Capital,Maritime,The Port of Indiana – Jeffersonville Truck-to-Rail and Rail-to-Water Improvements Project will construct a double rail loop and barge trans-load facility with additional siding and turnouts. The project also includes construction of a rail siding extension and a truck to rail intermodal facility.,10000000.0,"(38.3326, -85.6991)",38.3326,-85.6991
364,FHWA,Urban,Razorback Regional Bike/Ped Greenway (Benton and Washington Counties) ,Northwest Arkansas Regional Planning Commission,2010,Capital,Bicycle and Pedestrian,"The Razorback Regional Greenway is a 36 mile bike and pedestrian network traversing the towns of Bentonville, Rogers, Lowell, Springdale, Johnson, and Fayetteville in Northwest Arkansas. Project Benefits: Gives commuters travel options to several major employment centers along the length of the corridor; Enjoys high levels of public and private philanthropic support; Alleviates congestion in an area that expects to double in population in the next 15 years.",15000000.0,"(36.376515, -94.211304)",36.376515,-94.211304
365,FRA,Rural,The Southwest Chief Route Improvement Project,"City of Garden City, Kansas",2014,Capital,Passenger Rail,"The Southwest Chief Improvement Project will restore several miles of the La Junta subdivision of the Kansas Division of the BNSF railway, over which Amtrak’s Southwest Chief currently travels. ",12469963.0,"(38.055796, -97.931786)",38.055796,-97.931786
366,FRA,Rural,Siskiyou Summit Railroad Revitalization ,Oregon DOT,2012,Capital,Rail,"TIGER funds will support the rehabilitation of a 296-mile stretch of the short line railroad operated by the Central Oregon and Pacific Railroad, closed since 2008 due to a poor state-of-repair and lack of funds. TIGER funds will improve tunnels, rails, ties, and bridges; reopen the rail line; and upgrade the line to carry the current standard 286,000 pound freight capacity. As the track runs parallel to I-5 between Northern California and Oregon, reopening the line provides a more environmentally friendly and economically competitive method of shipping goods in the region.",7089192.0,"(42.674893, -123.416939)",42.674893,-123.416939
367,FHWA,Rural,Yellowstone International Airport Interchange Development,Gallatin County,2012,Capital,Road,"TIGER funds will be used to create a new interchange on I-90 near Alaska Road and the entrance to the Yellowstone International Airport in Belgrade, Montana. The new interchange will reduce congestion and delays, improve safety by removing at-grade rail crossings, and maintain the local roads by rerouting traffic to the interstate.",8976224.0,"(45.767944, -111.185354)",45.767944,-111.185354
