,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
7569,2017,Connecting the Inland Pacific Hub Multimodal Centers to the Global Marketplace - Phase III,Washington State Department of Transportation,Washington,Olympia,Freight Rail,Rural,5900000.0,7901085.0,A: State Government,TIGER 2017
7570,2017,I-5 JBLM Corridor Improvements project,Washington State Department of Transportation,Washington,Olympia,Road,Urban,25000000.0,150128426.0,A: State Government,TIGER 2017
7571,2017,US195 and SR26 Bridge Removal and Replacement Project,Washington State Department of Transportation,Washington,Olympia,Road,Rural,6000000.0,8600000.0,A: State Government,TIGER 2017
7572,2017,City of Yakima East West Corridor,Yakima County,Washington,Yakima,Road,Urban,13320000.0,75376735.0,B: County Government,TIGER 2017
7573,2017,Cross Lanes Area Improvements,BCKP Regional Intergovernmental Council,West Virginia,South Charleston,Road,Urban,25000000.0,50000000.0,E: Regional Organization,TIGER 2017
7574,2017,Jefferson Road Improvement Project,B-C-K-P Regional Intergovernmental Council,West Virginia,South Charleston,Road,Urban,25000000.0,60000000.0,E: Regional Organization,TIGER 2017
7575,2017,New Culloden Interchange and Safety Improvements,KYOVA Interstate Planning Commission,West Virginia,Huntington,Road,Urban,25000000.0,50000000.0,E: Regional Organization,TIGER 2017
7576,2017,Bridging Appalachia: A Rural Freight Rail Project,Region 2 Planning and Development Council,West Virginia,Huntington,Freight Rail,Rural,3032184.0,10783853.0,E: Regional Organization,TIGER 2017
7577,2017,Coalfields Expressway Paving,West Virginia Department of Transportation,West Virginia,Charleston,Road,Rural,25000000.0,56000000.0,A: State Government,TIGER 2017
7578,2017,Corridor H - Kerens to Parsons,West Virginia Department of Transportation,West Virginia,Charleston,Road,Rural,25000000.0,122500000.0,A: State Government,TIGER 2017
7579,2017,US Highway 35 Paving,West Virginia Department of Transportation,West Virginia,Charleston,Road,Rural,25000000.0,70000000.0,A: State Government,TIGER 2017
7580,2017,Automatic Train Control and Automatic Fare Control Modernization Project,West Virginia University,West Virginia,Morgantown,Transit,Urban,12500000.0,50863430.0,H: Public/State Controlled Institution of Higher Education,TIGER 2017
7581,2017,Northern Lights Trail Project,Bad River Band of Lake Superior Tribe of Chippewa Indians,Wisconsin,Odanah,Road,Rural,1708000.0,2575852.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2017
7582,2017,Chippewa Valley Regional Transit Transfer Center Revitalization Project,City of Eau Claire,Wisconsin,Eau Claire,Transit,Urban,5000000.0,6250000.0,C: City or Township Government,TIGER 2017
7583,2017,Metro Transit’s Electrifying Service Expansion,City of Madison,Wisconsin,Madison,Transit,Urban,19628600.0,39650000.0,C: City or Township Government,TIGER 2017
7584,2017,Milwaukee Streetcar - 4th Street Extension,City of Milwaukee,Wisconsin,Milwaukee,Transit,Urban,19950000.0,39900000.0,C: City or Township Government,TIGER 2017
7585,2017,Construction of a new Administration and Maintenance Facility for Shoreline Metro,"City of Sheboygan (Sheboygan, WI)",Wisconsin,Sheboygan,Transit,Urban,5600000.0,7000000.0,C: City or Township Government,TIGER 2017
7586,2017,Red Cliff Band of Lake Superior Chippewa Transportation Renewal Project,Red Cliff Band of Lake Superior Chippewa Indians,Wisconsin,Bayfield,Transit,Rural,3944886.0,3944886.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2017
7587,2017,The Blue Sky Highway South Project,Eastern Shoshone and Northern Arapaho Tribes,Wyoming,Arapaho,Road,Rural,19000000.0,19000000.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2017
7588,2017,Jackson Hole Regional Transportation Facility,Town of Jackson,Wyoming,Jackson,Transit,Rural,19620000.0,21800000.0,C: City or Township Government,TIGER 2017
7589,2017,Beartooth Highway Reconstruction Project,Wyoming Department of Transportation,Wyoming,Cheyenne,Road,Rural,16600000.0,30400000.0,A: State Government,TIGER 2017
7590,2017,Garner Lake Road Connection to Wyoming 59,Wyoming Department of Transportation,Wyoming,Cheyenne,Road,Rural,20823272.0,41646543.0,A: State Government,TIGER 2017
7591,2018,"Chilton County, AL Road Improvement Project",Chilton County Commission,Alabama,Clanton,Road,Rural,1600000.0,2000000.0,B: County Government,BUILD 2018
7592,2018,State Route 119 Multi-modal Project,"City of Alabaster, AL",Alabama,Alabaster,Road,Urban,6946761.0,22263978.0,C: City or Township Government,BUILD 2018
7593,2018,"21st Street ""Rainbow"" Viaduct Replacement Project",City of Birmingham,Alabama,Birmingham,Road,Urban,19514070.0,24392587.0,C: City or Township Government,BUILD 2018
7594,2018,State Highway 157 Widening Project,City of Cullman,Alabama,Cullman,Road,Rural,14000000.0,28261880.0,C: City or Township Government,BUILD 2018
7595,2018,Project SMAART Phase II,City of Decatur,Alabama,Decatur,Road,Rural,14222671.0,18313041.0,C: City or Township Government,BUILD 2018
7596,2018,Gulf Shores Waterway Village Multimodal Access Project,"City of Gulf Shores, Alabama",Alabama,Gulf Shores,Road,Rural,23260000.0,48360000.0,C: City or Township Government,BUILD 2018
7597,2018,Additional Lanes on County Road 35 between Interstate 22 and U.S. Highway 43,"City of Hamilton, Alabama",Alabama,Hamilton,Road,Rural,5336000.0,6670000.0,C: City or Township Government,BUILD 2018
7598,2018,"Lanett, AL Municipal Airport Access Road",City of Lanett,Alabama,Lanett,Aviation,Rural,3337085.0,4171356.0,C: City or Township Government,BUILD 2018
7599,2018,Montgomery Outer Loop Extension Project,City of Montgomery,Alabama,Montgomery,Road,Rural,25000000.0,31250000.0,C: City or Township Government,BUILD 2018
7600,2018,Opelika I-85 Connector,City of Opelika,Alabama,Opelika,Road,Urban,17931276.0,22414095.0,C: City or Township Government,BUILD 2018
7601,2018,Marie Foster Street Corridor Improvements,City of Selma,Alabama,Selma,Road,Rural,3300000.0,3693162.0,C: City or Township Government,BUILD 2018
7602,2018,"Tallassee, AL Pedestrian Trestle Bridge Redevelopment",City of Tallassee,Alabama,Tallassee,Road,Rural,2575000.0,2575000.0,C: City or Township Government,BUILD 2018
7603,2018,Tuscaloosa Revitalization of Access Network Systems (TRANS),"City of Tuscaloosa, Alabama",Alabama,Tuscaloosa,Road,Urban,24383000.0,32083000.0,C: City or Township Government,BUILD 2018
7604,2018,Restoring Cullman County's Farm-to-Market Roads,Cullman County Commission,Alabama,Cullman,Road,Rural,10115000.0,12643750.0,B: County Government,BUILD 2018
7605,2018,Elmore County AL Preservation and Safety Project,Elmore County Commission,Alabama,Wetumpka,Road,Rural,12610685.0,12610685.0,B: County Government,BUILD 2018
7606,2018,"Huntsville, AL Pedestrian Access and Redevelopment Corridor (PARC)","Huntsville, Alabama",Alabama,Huntsville,Road,Urban,25000000.0,58626108.0,C: City or Township Government,BUILD 2018
7607,2018,Additional Lanes on US-72 Florence Boulevard,Lauderdale County Commission,Alabama,Florence,Road,Urban,11900000.0,14875000.0,B: County Government,BUILD 2018
7608,2018,BUILD ALIVE (Advancing Livingston's Infrastructure for a Vibrant Economy),"Livingston, City of",Alabama,Livingston,Road,Rural,7850273.0,8674928.0,C: City or Township Government,BUILD 2018
7609,2018,St. Clair County - Brompton Community Alternate Route Rail Crossing Project,"St. Clair County Commission, Alabama",Alabama,Ashville,Road,Rural,3569839.0,4359839.0,B: County Government,BUILD 2018
7610,2018,Akiachak Native Community Gweek River Road Project,Akiachak Native Community,Alaska,Akiachak,Road,Rural,2800000.0,3200000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7611,2018,"Clark's Point to Ekuk, AK Road Project",Bristol Bay Native Association Department of Transportation,Alaska,Dillingham,Road,Rural,10842970.0,11413700.0,K: Indian/Native American Tribally Designated Organization,BUILD 2018
7612,2018,Ugashik River Road Project,Bristol Bay Native Association Department of Transportation,Alaska,Dillingham,Road,Rural,14561112.0,15327487.0,K: Indian/Native American Tribally Designated Organization,BUILD 2018
7613,2018,"Golovin Community Streets Rehabilitation, Paving and Barge Ramp Construction",Chinik Eskimo Community,Alaska,Nome,Road,Rural,5000000.0,14825148.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7614,2018,Yakutat Dock Rehabilitation and Expansion,City & Borough of Yakutat,Alaska,Yakutat,Maritime,Rural,8948810.0,8948810.0,B: County Government,BUILD 2018
7615,2018,Auke Bay Non-Motorized Coastal Transportation Link,City and Borough of Juneau,Alaska,Juneau,Maritime,Rural,12358860.0,12358860.0,C: City or Township Government,BUILD 2018
7616,2018,Juneau Fisheries Terminal Completion,City and Borough of Juneau,Alaska,Juneau,Maritime,Rural,24942123.0,24942123.0,C: City or Township Government,BUILD 2018
7617,2018,Juneau Marine Service Center,City and Borough of Juneau,Alaska,Juneau,Maritime,Rural,24987242.0,24987242.0,C: City or Township Government,BUILD 2018
7618,2018,Lower Yukon River Regional Port and Road Renovation Project,City of Emmonak,Alaska,Emmonak,Maritime,Rural,23168722.0,27168722.0,C: City or Township Government,BUILD 2018
7619,2018,Hoonah Marine Industrial Center Cargo Dock,City of Hoonah,Alaska,HOONAH,Maritime,Rural,5885863.0,5953063.0,C: City or Township Government,BUILD 2018
7620,2018,Kake Multimodal Transportation Facility,City of Kake,Alaska,Kake,Maritime,Rural,6541677.0,8040573.0,C: City or Township Government,BUILD 2018
7621,2018,Kotzebue to Cape Blossom Road,City of Kotzebue,Alaska,Kotzebue,Road,Rural,20493472.0,20493472.0,C: City or Township Government,BUILD 2018
7622,2018,Snake River Moorage & Vessel Haulout Facility,CITY OF NOME,Alaska,NOME,Maritime,Rural,12910000.0,13910000.0,C: City or Township Government,BUILD 2018
7623,2018,Ouzinkie Municipal Dock Phase V,City of Ouzinkie ,Alaska,Ouzinkie,Maritime,Rural,6007680.0,6007680.0,C: City or Township Government,BUILD 2018
7624,2018,Russian Mission Landfill Access Road,City of Russian Mission,Alaska,Russian Mission,Road,Rural,1452317.0,1452317.0,C: City or Township Government,BUILD 2018
7625,2018,Tanana Road Improvements Project,City of Tanana,Alaska,Tanana,Road,Rural,10000000.0,14480000.0,C: City or Township Government,BUILD 2018
7626,2018,Phase IV Port Saint Nicholas Road Reconstruction Project,Craig Tribal Association,Alaska,Craig,Road,Rural,9248350.0,9248350.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7627,2018,Haines Borough Lutak Dock Restoration,Haines Borough,Alaska,Haines,Maritime,Rural,24947999.0,25909372.0,X: Other (specify),BUILD 2018
7628,2018,St. Michael Community Streets Paving Project,"Kawerak, Inc.",Alaska,Nome,Road,Rural,3000000.0,4404012.0,K: Indian/Native American Tribally Designated Organization,BUILD 2018
7629,2018,"Manokotak, AK First, Second and Third Street Rehabilitation Project",Manokotak Village Council,Alaska,Manokotak,Road,Rural,3689490.0,3754914.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7630,2018,Trunk Road Extension South,Matanuska-Susitna Borough,Alaska,Palmer,Road,Rural,3120000.0,3900000.0,B: County Government,BUILD 2018
7631,2018,EAST BARROW SHAREHOLDER LOT ROADS PHASE 2-5,Native Village of Barrow,Alaska,BARROW,Road,Rural,14792485.0,13832484.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7632,2018,Chuathbaluk School Loop Road,Native Village of Chuathbaluk,Alaska,Chuathbaluk,Road,Rural,1000000.0,1000000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7633,2018,Elim Community Streets Rehabilitation and Paving Project.,Native Village of Elim,Alaska,Elim,Road,Rural,5000000.0,11010198.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7634,2018,"Shepard Point Project, Phase I: Highway Extension to Humpback Creek",Native Village of Eyak,Alaska,Cordova,Road,Rural,19500000.0,37831653.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7635,2018,Kwigillingok Community Access Roads,Native Village of Kwigillingok,Alaska,Kwigillingok,Road,Rural,3340923.0,3340923.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7636,2018,Noatak Planning and Environmental Linkages,Native Village of Noatak,Alaska,Noatak,Road,Rural,1000000.0,1200000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7637,2018,Nunaptichuk Community Bridge Planning Project,Native Village of Nunapitchuk,Alaska,Nunapitchuk,Road,Rural,579760.0,579760.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7638,2018,Nenana Bridge Project,Nenana Native Association,Alaska,Nenana,Road,Rural,9174000.0,9174000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7639,2018,Noorvik Transit Facility Planning Grant,Noorvik Native Community,Alaska,Noorvik,Transit,Rural,350000.0,385000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7640,2018,"Noorvik, Middle Cemetery Road, Stage I - Planning",Noorvik Native Community,Alaska,Noorvik,Road,Rural,320000.0,352000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7641,2018,Scow Bay Marine Infrastructure Terminal,Petersburg Borough Alaska,Alaska,Petersburg,Maritime,Rural,6698190.0,7198190.0,B: County Government,BUILD 2018
7642,2018,St. Paul Island New Harbor Access Road,Pribilof Islands Aleut Community of St. Paul Island,Alaska,St. Paul Island,Road,Rural,1000000.0,1000000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7643,2018,Phase II Rampart Historical Road Improvement Project,Rampart Village,Alaska,Rampart,Road,Rural,12346500.0,12900000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7644,2018,Seldovia Bay Ferry System Rehabilitation Planning,Seldovia Village Tribe,Alaska,Seldovia,Maritime,Rural,351366.0,516080.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7645,2018,Paving and Road Improvements of Tribal Way and Kirkman Way for the Sitka Tribe of Alaska,Sitka Tribe of Alaska,Alaska,Sitka,Road,Rural,1123659.0,1123659.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7646,2018,Alaska Highway Restoration and Permafrost Remediation,"State of AK Department of Transportation, Northern Region",Alaska,Fairbanks,Road,Rural,25000000.0,30750000.0,A: State Government,BUILD 2018
7647,2018,Kivalina Evacuation and School Site Access Road,"State of AK Department of Transportation, Northern Region",Alaska,Fairbanks,Road,Rural,23937612.0,43697089.0,A: State Government,BUILD 2018
7648,2018,Science Park Drive Improvements Project,Arizona Board of Regents,Arizona,Tucson,Road,Urban,23114064.0,27736877.0,H: Public/State Controlled Institution of Higher Education,BUILD 2018
7649,2018,I-15 Virgin River Bridge No. 1 replacement,Arizona Department of Transportation,Arizona,Phoenix,Road,Rural,25000000.0,58300000.0,A: State Government,BUILD 2018
7650,2018,I-17: Flexing to BUILD for Directional Demand.,Arizona Department of Transportation,Arizona,Phoenix,Road,Rural,25000000.0,218310000.0,A: State Government,BUILD 2018
7651,2018,State Route 89 Safety and Capacity Improvements,CENTRAL YAVAPAI METROPOLITAN PLANNING ORGANIZATION,Arizona,Prescott,Road,Rural,22319000.0,24089000.0,E: Regional Organization,BUILD 2018
7652,2018,Bullhead Parkway Reconstruction and Safety Improvements,City of Bullhead City,Arizona,Bullhead City,Road,Rural,19400000.0,19950000.0,C: City or Township Government,BUILD 2018
7653,2018,Chandler Heights Road - McQueen Road to Val Vista Drive,"City of Chandler, Municipal Corporation of State of Arizona",Arizona,Chandler,Road,Urban,7000000.0,25810000.0,C: City or Township Government,BUILD 2018
7654,2018,Inland Port Arizona/Pinal Logistics Park infrastructure development,City of Coolidge,Arizona,COOLIDGE,Road,Rural,9900000.0,16500000.0,C: City or Township Government,BUILD 2018
7655,2018,PANAMERICAN AVENUE PEDESTRIAN OVERPASS - PLANNING,CITY OF DOUGLAS,Arizona,DOUGLAS,Road,Rural,100000.0,100000.0,C: City or Township Government,BUILD 2018
7656,2018,Fourth Street Complete Street Corridor,City of Flagstaff,Arizona,Flagstaff,Road,Urban,9500000.0,18549328.0,C: City or Township Government,BUILD 2018
7657,2018,Interstate 11 East Kingman Connection Project - Rancho Santa Fe Parkway T.I.,City of Kingman Arizona,Arizona,Kingman,Road,Rural,25000000.0,39937000.0,C: City or Township Government,BUILD 2018
7658,2018,64th Street Extension/Bridge,City of Phoenix Street Transportation,Arizona,Phoenix,Road,Urban,17246928.0,24988660.0,C: City or Township Government,BUILD 2018
7659,2018,City of Show Low: Scott Ranch Road and Bridge Connector ,City of Show Low,Arizona,Show Low,Road,Rural,9891988.0,11127988.0,C: City or Township Government,BUILD 2018
7660,2018,"Tonto Creek Bridge - bridge construction and roadway improvements in rural Gila County, AZ",Gila County,Arizona,Globe,Road,Rural,15280741.0,17864291.0,B: County Government,BUILD 2018
7661,2018,Young Road Paving Project,GIla County,Arizona,Globe,Road,Rural,12622500.0,14850000.0,B: County Government,BUILD 2018
7662,2018,Antares Road Surfacing ,"Mohave, County of",Arizona,Kingman,Road,Rural,3165827.0,3957284.0,B: County Government,BUILD 2018
7663,2018,The Sonoran Corridor Rail Expansion and Bypass,Pima County,Arizona,Tucson,Rail,Rural,4040000.0,5050000.0,B: County Government,BUILD 2018
7664,2018,Pinal County East West Development,Pinal County Government,Arizona,Florence,Road,Rural,1000000.0,2000000.0,B: County Government,BUILD 2018
7665,2018,"The R6R Project - Route 6 Reconstruction, San Carlos, Arizona - San Carlos Apache Tribe",San Carlos Apache Tribe,Arizona,San Carlos,Road,Rural,22226106.0,22226106.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7666,2018,Town of Miami 2018 BUILD Planning Grant,TOWN OF MIAMI,Arizona,MIAMI,Road,Rural,150000.0,150000.0,C: City or Township Government,BUILD 2018
7667,2018,The F.A.I.R. 12 Project - Fort Apache Indian Reservation Route 12 Road Reconstruction Project,White Mountain Apache Tribe Division of Transportation,Arizona,Whiteriver,Road,Rural,13302000.0,13302000.0,I: Indian/Native American Tribal Government (Federally Recognized),BUILD 2018
7668,2018,Verde Connect - State Route 260 to Middle Verde Road,Yavapai County,Arizona,Prescott,Road,Rural,25000000.0,29300000.0,B: County Government,BUILD 2018
7669,2018,Yuma Multi-Modal Transportation Center (MMTC),Yuma City Of,Arizona,Yuma,Transit,Urban,11975000.0,14969614.0,C: City or Township Government,BUILD 2018
7670,2018,Highway 83 Spur/Highway 278 Connector,Arkansas Department of Transportation,Arkansas,Little Rock,Road,Rural,3700000.0,11780000.0,A: State Government,BUILD 2018
7671,2018,Hot Springs Bypass Extension,Arkansas Department of Transportation,Arkansas,Little Rock,Road,Rural,25000000.0,60000000.0,A: State Government,BUILD 2018
7672,2018,Interstate 40/Highway 59 Interchange Improvements,Arkansas Department of Transportation,Arkansas,Little Rock,Road,Urban,7000000.0,11750000.0,A: State Government,BUILD 2018
7673,2018,Construction of Bryant Parkway - Phase 2,City of Bryant,Arkansas,BRYANT,Road,Rural,8265987.0,18471600.0,C: City or Township Government,BUILD 2018
7674,2018,Connect Conway Trail Improvements,City of Conway,Arkansas,Conway,Road,Urban,7756000.0,11080000.0,C: City or Township Government,BUILD 2018
7675,2018,City of Springdale Gene George Boulevard Project,City of Springdale,Arkansas,Springdale,Road,Urban,11431427.0,22862855.0,C: City or Township Government,BUILD 2018
7676,2018,Crittenden County Megasite Development Project,City of West Memphis,Arkansas,WEST MEMPHIS,Rail,Rural,670250.0,957500.0,C: City or Township Government,BUILD 2018
7677,2018,I-49 Missouri-Arkansas Connector,Northwest Arkansas Regional Planning Commission,Arkansas,Springdale,Road,Rural,25000000.0,134516665.0,E: Regional Organization,BUILD 2018
7678,2018,East 14th Street/Mission Boulevard Streetscape Improvements Project,Alameda County Public Works Agency,California,Hayward,Road,Urban,14960000.0,17000000.0,B: County Government,BUILD 2018
7679,2018,Miller Sweeney (Fruitvale) Bridge Replacement Project,Alameda County Public Works Agency,California,Hayward,Road,Urban,25000000.0,61000000.0,B: County Government,BUILD 2018
7680,2018,Tesla Road Safety Improvement Project,Alameda County Public Works Agency,California,Hayward,Road,Urban,14080000.0,16000000.0,C: City or Township Government,BUILD 2018
7681,2018,State Route 4 Wagon Trail Realignment Project,Calaveras Council of Governments,California,San Andreas,Road,Rural,15901000.0,36942000.0,X: Other (specify),BUILD 2018
7682,2018,San Diego Coastal Multi Modal Improvements,California Department of Transportation,California,San Diego,Road,Urban,20000000.0,43200000.0,A: State Government,BUILD 2018
7683,2018,State Route 70 Safety Corridor Improvements Project,California Dept. of Transportation,California,Marysville,Road,Rural,20000000.0,306013000.0,A: State Government,BUILD 2018
7684,2018,Transit Rural-Urban Monterey Project,Caltrans District 5,California,San Luis Obispo,Transit,Urban,8375000.0,16750000.0,A: State Government,BUILD 2018
7685,2018,Capital SouthEast Connector Expressway Project,Capital SouthEast Connector Joint Powers Authority,California,Mather,Road,Rural,24750000.0,69200000.0,B: County Government,BUILD 2018
7686,2018,Better Market Street Phase I,City & County of San Francisco,California,San Francisco,Road,Urban,15000000.0,80719000.0,B: County Government,BUILD 2018
7687,2018,Pine Avenue Widening and Extension to State Route 71,CITY OF CHINO,California,CHINO,Road,Urban,23400000.0,45000000.0,C: City or Township Government,BUILD 2018
7688,2018,Interstate 10/Avenue 50 Interchange,CITY OF COACHELLA,California,COACHELLA,Road,Rural,25000000.0,67100000.0,C: City or Township Government,BUILD 2018
7689,2018,Front Street Pedestrian Improvement and Roadway Revitalization Project,City of Crescent City,California,Crescent City,Road,Rural,12249544.0,12249544.0,C: City or Township Government,BUILD 2018
7690,2018,The North Coast Highway 101 Streetscape Improvements Project,City of Encinitas,California,Encinitas,Road,Urban,5580574.0,6975718.0,C: City or Township Government,BUILD 2018
7691,2018,"Eureka, CA Waterfront Drive Revitalization",City of Eureka,California,Eureka,Road,Rural,8909309.0,12329439.0,C: City or Township Government,BUILD 2018
7692,2018,Mendocino Railway Tunnel and Track Rehabilitation,City of Fort Bragg,California,Fort Bragg,Rail,Rural,8510222.0,16893231.0,C: City or Township Government,BUILD 2018
7693,2018,Fremont Innovation District Traffic Signal Modernization,City of Fremont,California,Fremont,Road,Urban,6388050.0,8517400.0,C: City or Township Government,BUILD 2018
7694,2018,"Veterans Boulevard: A Regionally Significant Interchange, Extension and Grade Separation Project",City of Fresno,California,Fresno,Road,Urban,9100000.0,69450163.0,C: City or Township Government,BUILD 2018
7695,2018,Ranchero Road Widening Project,City of Hesperia,California,Hesperia,Road,Urban,15600000.0,37000000.0,C: City or Township Government,BUILD 2018
7696,2018,Los Angeles RiverWay San Fernando Valley Completion,City of Los Angeles,California,Los Angeles,Road,Urban,12000000.0,15000000.0,C: City or Township Government,BUILD 2018
7697,2018,Port of Los Angeles Freight Network Interchange Improvement,City of Los Angeles - Harbor Department(Port of Los Angeles),California,San Pedro,Road,Urban,19023000.0,31762000.0,C: City or Township Government,BUILD 2018
7698,2018,State Route 120 / McKinley Ave Interchange Project,City of Manteca,California,Manteca,Road,Urban,9000000.0,46100000.0,C: City or Township Government,BUILD 2018
7699,2018,Walker Street/SR32 Streetscapes Project,City of Orland,California,Orland,Road,Rural,8566600.0,8566600.0,C: City or Township Government,BUILD 2018
7700,2018,White Rock Road Safety Improvement and Congestion Relief Project,City of Rancho Cordova,California,Rancho Cordova,Road,Rural,19500000.0,31868900.0,C: City or Township Government,BUILD 2018
7701,2018,South Bonnyview Divergent Diamond Interchange and Corridor Capacity Improvement,"City of Redding, CA",California,Redding,Road,Urban,14800000.0,20200000.0,C: City or Township Government,BUILD 2018
7702,2018,SR‐210/Alder Avenue Interchange Improvement Project,City of Rialto,California,Rialto,Road,Urban,2044000.0,2555000.0,C: City or Township Government,BUILD 2018
7703,2018,Washington Boulevard/Andora Undercrossing Improvement Project,City of Roseville,California,Roseville,Road,Urban,8208000.0,30473000.0,C: City or Township Government,BUILD 2018
7704,2018,I Street Bridge Replacement Project,City of Sacramento,California,Sacramento,Road,Urban,25000000.0,177820000.0,C: City or Township Government,BUILD 2018
7705,2018,Salinas Valley Perishable Freight Rail Terminal Project,City of Salinas,California,Salinas,Rail,Urban,25000000.0,160231983.0,C: City or Township Government,BUILD 2018
7706,2018,Vista Canyon Metrolink Station,"City of Santa Clarita, California",California,Santa Clarita,Transit,Urban,9480848.0,37638238.0,C: City or Township Government,BUILD 2018
7707,2018,US 101/Hearn Avenue Interchange,City of Santa Rosa,California,Santa Rosa,Road,Urban,19200000.0,24000000.0,C: City or Township Government,BUILD 2018
7708,2018,Vaca Valley Parkway/I-505 Corridor Multi-modal Improvements,City of Vacaville,California,Vacaville,Road,Urban,7500000.0,15406000.0,C: City or Township Government,BUILD 2018
7709,2018,Bridge Street Widening Project,City of Yuba City,California,Yuba City,Road,Urban,7362812.0,14560812.0,C: City or Township Government,BUILD 2018
7710,2018,Hollister to Gilroy SR 25 Widening Project,Council of San Benito County Governments,California,Hollister,Road,Rural,550000.0,7700000.0,E: Regional Organization,BUILD 2018
7711,2018,State Route 88 / Pine Grove Corridor Improvement Project,County of Amador,California,Jackson,Road,Rural,5000000.0,19019000.0,B: County Government,BUILD 2018
7712,2018,Millerton Road Widening Project,County of Fresno,California,Fresno,Road,Rural,24054000.0,27554000.0,B: County Government,BUILD 2018
7713,2018,Mid California International Trade District - Freight Mobility Improvements,County of Merced,California,Merced,Road,Urban,750000.0,955000.0,B: County Government,BUILD 2018
7714,2018,Replacement of 16 bridges on Route 66  in San Bernardino County,County of San Bernardino,California,San Bernardino,Road,Rural,25000000.0,34453376.0,B: County Government,BUILD 2018
7715,2018,Bradley Avenue Widening / State Route 67 Interchange Improvements,"County of San Diego, Department of Public Works",California,San Diego,Road,Urban,17380000.0,33185000.0,B: County Government,BUILD 2018
7716,2018,North County Corridor Project,County of Stanislaus,California,Modesto,Road,Rural,25000000.0,86000000.0,B: County Government,BUILD 2018
7717,2018,County Road 31 Reconstruction,County of Yolo,California,Woodland,Road,Rural,10622000.0,12000000.0,B: County Government,BUILD 2018
7718,2018,Placer Parkway Phase I,"County, Placer Of",California,Auburn,Road,Rural,25000000.0,81023857.0,B: County Government,BUILD 2018
7719,2018,Eastern Sierra Transit Authority Administrative & Operations Headquarters,Eastern Sierra Transit Authority,California,Bishop,Transit,Rural,1000000.0,1200000.0,E: Regional Organization,BUILD 2018
7720,2018,The US 50 Camino Corridor Community Access Mitigation Project Phase 2,El Dorado County Transportation Commission,California,Placerville,Road,Rural,15812880.0,79105000.0,E: Regional Organization,BUILD 2018
7721,2018,#BUILDFONTANAP3,Fontana,California,Fontana,Road,Urban,15184000.0,20234000.0,C: City or Township Government,BUILD 2018
7722,2018,Foothill Transit Innovation of Commuter Lines into Downtown LA-Electric Double Deck Bus,Foothill Transit,California,West Covina,Transit,Urban,24750000.0,45000000.0,D: Special District Government,BUILD 2018
7723,2018,Purchase New High-Speed Ferry Vessel,"Golden Gate Bridge, Highway & Transportation District",California,San Francisco,Maritime,Urban,18000000.0,30000000.0,D: Special District Government,BUILD 2018
7724,2018,Humboldt Electric Bus Microgrid ,Humboldt Transit Authority,California,Eureka,Transit,Rural,5219744.0,5708091.0,X: Other (specify),BUILD 2018
7725,2018,Calexico East Port of Entry Bridge Expansion,Imperial County Transportation Commission,California,El Centro,Road,Rural,25000000.0,29844000.0,E: Regional Organization,BUILD 2018
7726,2018,State Route 46 Widening Segment 4B,Kern Council of Governments,California,Bakersfield,Road,Rural,17500000.0,35000000.0,E: Regional Organization,BUILD 2018
7727,2018,Interstate 605/State Route 91 Freight Crossroads Interchange Improvement Project,Los Angeles County Metropolitan Transportation Authority,California,Los Angeles,Road,Urban,25000000.0,187800000.0,E: Regional Organization,BUILD 2018
7728,2018,STATE ROUTE 71 FREEWAY CONVERSION PROJECT,Los Angeles County Metropolitan Transportation Authority,California,Los Angeles,Road,Urban,25000000.0,327239000.0,E: Regional Organization,BUILD 2018
7729,2018,San Joaquin Valley SR 99 Widening,Madera County Transportation Commission,California,Madera,Road,Urban,15000000.0,81500000.0,E: Regional Organization,BUILD 2018
